ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,Datetime,OccupancyRate,Price
9182,Broad Street,690,26.13795775,91.74099445,580,car,low,2,0,19-12-2016,16:03:00,19-12-2016 16:03:00,0.8405797101449275,34.246376811594224
9183,Broad Street,690,26.13795775,91.74099445,540,car,average,3,0,19-12-2016,16:30:00,19-12-2016 16:30:00,0.782608695652174,35.65942028985509
9184,Others-CCCPS105a,2009,26.14747299,91.72804914,709,car,low,2,0,04-10-2016,07:59:00,04-10-2016 07:59:00,0.35291189646590343,10.0
9185,Others-CCCPS105a,2009,26.14747299,91.72804914,780,car,average,3,0,04-10-2016,08:25:00,04-10-2016 08:25:00,0.38825286212045795,9.441264310602289
9186,Others-CCCPS105a,2009,26.14747299,91.72804914,864,car,low,2,0,04-10-2016,08:59:00,04-10-2016 08:59:00,0.4300647088103534,9.091587854654056
9187,Others-CCCPS105a,2009,26.14747299,91.72804914,1004,car,low,3,0,04-10-2016,09:32:00,04-10-2016 09:32:00,0.4997511199601792,9.090343454454953
9188,Others-CCCPS105a,2009,26.14747299,91.72804914,1142,car,low,3,0,04-10-2016,09:59:00,04-10-2016 09:59:00,0.5684420109507218,9.432553509208562
9189,Others-CCCPS105a,2009,26.14747299,91.72804914,1245,truck,low,4,0,04-10-2016,10:26:00,04-10-2016 10:26:00,0.6197112991538078,10.0311100049776
9190,Others-CCCPS105a,2009,26.14747299,91.72804914,1364,bike,average,5,0,04-10-2016,10:59:00,04-10-2016 10:59:00,0.6789447486311598,10.9258337481334
9191,Others-CCCPS105a,2009,26.14747299,91.72804914,1424,bike,average,6,0,04-10-2016,11:25:00,04-10-2016 11:25:00,0.7088103534096566,11.969885515181682
9192,Others-CCCPS105a,2009,26.14747299,91.72804914,1470,bike,average,6,0,04-10-2016,11:59:00,04-10-2016 11:59:00,0.7317073170731707,13.128422100547535
9193,Others-CCCPS105a,2009,26.14747299,91.72804914,1484,car,high,10,0,04-10-2016,12:29:00,04-10-2016 12:29:00,0.7386759581881533,14.321801891488303
9194,Others-CCCPS105a,2009,26.14747299,91.72804914,1461,bike,high,8,0,04-10-2016,13:02:00,04-10-2016 13:02:00,0.7272274763563962,15.457939273270284
9195,Others-CCCPS105a,2009,26.14747299,91.72804914,1459,car,high,8,0,04-10-2016,13:29:00,04-10-2016 13:29:00,0.726231956197113,16.58909905425585
9196,Others-CCCPS105a,2009,26.14747299,91.72804914,1452,car,average,5,0,04-10-2016,14:02:00,04-10-2016 14:02:00,0.7227476356396217,17.70283723245396
9197,Others-CCCPS105a,2009,26.14747299,91.72804914,1420,bike,high,7,0,04-10-2016,14:29:00,04-10-2016 14:29:00,0.7068193130910901,18.73693379790941
9198,Others-CCCPS105a,2009,26.14747299,91.72804914,1346,car,average,4,0,04-10-2016,14:57:00,04-10-2016 14:57:00,0.6699850671976108,19.586859133897462
9199,Others-CCCPS105a,2009,26.14747299,91.72804914,1288,bike,low,3,0,04-10-2016,15:30:00,04-10-2016 15:30:00,0.6411149825783972,20.29243404678945
9200,Others-CCCPS105a,2009,26.14747299,91.72804914,1175,cycle,low,3,0,04-10-2016,16:04:00,04-10-2016 16:04:00,0.584868093578895,20.716774514683923
9201,Others-CCCPS105a,2009,26.14747299,91.72804914,1089,car,low,2,0,04-10-2016,16:31:00,04-10-2016 16:31:00,0.5420607267297163,20.927078148332505
9202,Others-CCCPS105a,2009,26.14747299,91.72804914,735,bike,low,2,0,05-10-2016,07:57:00,05-10-2016 07:57:00,0.36585365853658536,20.25634644101543
9203,Others-CCCPS105a,2009,26.14747299,91.72804914,817,car,low,2,0,05-10-2016,08:30:00,05-10-2016 08:30:00,0.4066699850671976,19.789696366351418
9204,Others-CCCPS105a,2009,26.14747299,91.72804914,949,car,low,2,0,05-10-2016,09:04:00,05-10-2016 09:04:00,0.4723743155798905,19.65156794425087
9205,Others-CCCPS105a,2009,26.14747299,91.72804914,1090,car,average,3,0,05-10-2016,09:30:00,05-10-2016 09:30:00,0.5425584868093579,19.86436037829766
9206,Others-CCCPS105a,2009,26.14747299,91.72804914,1246,car,average,5,0,05-10-2016,10:04:00,05-10-2016 10:04:00,0.6202090592334495,20.465405674464908
9207,Others-CCCPS105a,2009,26.14747299,91.72804914,1339,car,average,4,0,05-10-2016,10:30:00,05-10-2016 10:30:00,0.6665007466401195,21.297909407665504
9208,Others-CCCPS105a,2009,26.14747299,91.72804914,1411,car,high,9,0,05-10-2016,11:04:00,05-10-2016 11:04:00,0.7023394723743156,22.309606769537083
9209,Others-CCCPS105a,2009,26.14747299,91.72804914,1436,bike,average,7,0,05-10-2016,11:30:00,05-10-2016 11:30:00,0.7147834743653559,23.383524141363864
9210,Others-CCCPS105a,2009,26.14747299,91.72804914,1459,bike,average,6,0,05-10-2016,12:04:00,05-10-2016 12:04:00,0.726231956197113,24.51468392234943
9211,Others-CCCPS105a,2009,26.14747299,91.72804914,1472,car,high,9,0,05-10-2016,12:30:00,05-10-2016 12:30:00,0.732702837232454,25.6781981085117
9212,Others-CCCPS105a,2009,26.14747299,91.72804914,1490,truck,average,7,0,05-10-2016,12:57:00,05-10-2016 12:57:00,0.741662518666003,26.886510701841715
9213,Others-CCCPS105a,2009,26.14747299,91.72804914,1462,car,high,9,0,05-10-2016,13:30:00,05-10-2016 13:30:00,0.7277252364360378,28.025136884021904
9214,Others-CCCPS105a,2009,26.14747299,91.72804914,1453,car,average,6,0,05-10-2016,13:57:00,05-10-2016 13:57:00,0.7232453957192633,29.14136386261822
9215,Others-CCCPS105a,2009,26.14747299,91.72804914,1414,bike,high,7,0,05-10-2016,14:30:00,05-10-2016 14:30:00,0.7038327526132404,30.160527625684423
9216,Others-CCCPS105a,2009,26.14747299,91.72804914,1355,bike,average,5,0,05-10-2016,14:57:00,05-10-2016 14:57:00,0.6744649079143853,31.03285216525635
9217,Others-CCCPS105a,2009,26.14747299,91.72804914,1263,bike,low,3,0,05-10-2016,15:30:00,05-10-2016 15:30:00,0.6286709805873569,31.676207068193136
9218,Others-CCCPS105a,2009,26.14747299,91.72804914,1198,car,low,2,0,05-10-2016,16:04:00,05-10-2016 16:04:00,0.5963165754106521,32.1577899452464
9219,Others-CCCPS105a,2009,26.14747299,91.72804914,1097,truck,low,2,0,05-10-2016,16:30:00,05-10-2016 16:30:00,0.5460428073668492,32.38800398208065
9220,Others-CCCPS105a,2009,26.14747299,91.72804914,760,car,low,2,0,06-10-2016,07:57:00,06-10-2016 07:57:00,0.3782976605276257,31.779492284718774
9221,Others-CCCPS105a,2009,26.14747299,91.72804914,853,cycle,low,2,0,06-10-2016,08:30:00,06-10-2016 08:30:00,0.42458934793429565,31.40243902439025
9222,Others-CCCPS105a,2009,26.14747299,91.72804914,940,truck,low,3,0,06-10-2016,08:57:00,06-10-2016 08:57:00,0.46789447486311597,31.24191139870583
9223,Others-CCCPS105a,2009,26.14747299,91.72804914,1055,bike,low,2,0,06-10-2016,09:30:00,06-10-2016 09:30:00,0.5251368840219014,31.36759581881534
9224,Others-CCCPS105a,2009,26.14747299,91.72804914,1170,truck,low,3,0,06-10-2016,10:03:00,06-10-2016 10:03:00,0.5823792931806869,31.779492284718774
9225,Others-CCCPS105a,2009,26.14747299,91.72804914,1261,car,average,5,0,06-10-2016,10:30:00,06-10-2016 10:30:00,0.6276754604280737,32.41786958685914
9226,Others-CCCPS105a,2009,26.14747299,91.72804914,1315,car,high,7,0,06-10-2016,10:57:00,06-10-2016 10:57:00,0.6545545047287208,33.19064211050274
9227,Others-CCCPS105a,2009,26.14747299,91.72804914,1363,car,average,6,0,06-10-2016,11:30:00,06-10-2016 11:30:00,0.6784469885515182,34.08287705326033
9228,Others-CCCPS105a,2009,26.14747299,91.72804914,1405,bike,high,9,0,06-10-2016,12:04:00,06-10-2016 12:04:00,0.6993529118964659,35.07964161274266
9229,Others-CCCPS105a,2009,26.14747299,91.72804914,1436,car,high,10,0,06-10-2016,12:30:00,06-10-2016 12:30:00,0.7147834743653559,36.15355898456944
9230,Others-CCCPS105a,2009,26.14747299,91.72804914,1385,car,high,10,0,06-10-2016,12:57:00,06-10-2016 12:57:00,0.6893977103036336,37.10054753608761
9231,Others-CCCPS105a,2009,26.14747299,91.72804914,1364,bike,high,9,0,06-10-2016,13:30:00,06-10-2016 13:30:00,0.6789447486311598,37.99527127924341
9232,Others-CCCPS105a,2009,26.14747299,91.72804914,1363,car,average,6,0,06-10-2016,13:57:00,06-10-2016 13:57:00,0.6784469885515182,38.887506222001
9233,Others-CCCPS105a,2009,26.14747299,91.72804914,1306,car,average,5,0,06-10-2016,14:30:00,06-10-2016 14:30:00,0.6500746640119462,39.63787954206073
9234,Others-CCCPS105a,2009,26.14747299,91.72804914,1268,car,average,4,0,06-10-2016,15:04:00,06-10-2016 15:04:00,0.6311597809855649,40.29367844698856
9235,Others-CCCPS105a,2009,26.14747299,91.72804914,1215,car,low,2,0,06-10-2016,15:31:00,06-10-2016 15:31:00,0.6047784967645595,40.81757093081136
9236,Others-CCCPS105a,2009,26.14747299,91.72804914,1157,bike,average,3,0,06-10-2016,16:04:00,06-10-2016 16:04:00,0.5759084121453459,41.197112991538084
9237,Others-CCCPS105a,2009,26.14747299,91.72804914,1101,car,average,2,0,06-10-2016,16:30:00,06-10-2016 16:30:00,0.5480338476854156,41.43728222996516
9238,Others-CCCPS105a,2009,26.14747299,91.72804914,813,bike,low,2,0,07-10-2016,08:03:00,07-10-2016 08:03:00,0.40467894474863114,40.960676953708315
9239,Others-CCCPS105a,2009,26.14747299,91.72804914,871,bike,average,2,0,07-10-2016,08:30:00,07-10-2016 08:30:00,0.4335490293678447,40.62842210054754
9240,Others-CCCPS105a,2009,26.14747299,91.72804914,990,car,average,4,0,07-10-2016,09:04:00,07-10-2016 09:04:00,0.4927824788451966,40.592334494773525
9241,Others-CCCPS105a,2009,26.14747299,91.72804914,1062,car,average,3,0,07-10-2016,09:30:00,07-10-2016 09:30:00,0.5286212045793928,40.73544051767049
9242,Others-CCCPS105a,2009,26.14747299,91.72804914,1147,bike,low,3,0,07-10-2016,09:57:00,07-10-2016 09:57:00,0.5709308113489299,41.09009457441514
9243,Others-CCCPS105a,2009,26.14747299,91.72804914,1223,car,average,4,0,07-10-2016,10:30:00,07-10-2016 10:30:00,0.6087605774016924,41.6338974614236
9244,Others-CCCPS105a,2009,26.14747299,91.72804914,1265,car,high,7,0,07-10-2016,10:57:00,07-10-2016 10:57:00,0.6296665007466401,42.2822299651568
9245,Others-CCCPS105a,2009,26.14747299,91.72804914,1300,truck,average,6,0,07-10-2016,11:30:00,07-10-2016 11:30:00,0.6470881035340965,43.017670482827285
9246,Others-CCCPS105a,2009,26.14747299,91.72804914,1357,car,high,10,0,07-10-2016,12:03:00,07-10-2016 12:03:00,0.6754604280736685,43.89497262319563
9247,Others-CCCPS105a,2009,26.14747299,91.72804914,1361,car,high,9,0,07-10-2016,12:30:00,07-10-2016 12:30:00,0.6774514683922349,44.7822299651568
9248,Others-CCCPS105a,2009,26.14747299,91.72804914,1366,truck,high,9,0,07-10-2016,13:04:00,07-10-2016 13:04:00,0.679940268790443,45.68193130910902
9249,Others-CCCPS105a,2009,26.14747299,91.72804914,1337,bike,high,8,0,07-10-2016,13:30:00,07-10-2016 13:30:00,0.6655052264808362,46.5094574415132
9250,Others-CCCPS105a,2009,26.14747299,91.72804914,1311,car,average,5,0,07-10-2016,14:03:00,07-10-2016 14:03:00,0.6525634644101543,47.27227476356397
9251,Others-CCCPS105a,2009,26.14747299,91.72804914,1284,car,high,7,0,07-10-2016,14:30:00,07-10-2016 14:30:00,0.6391239422598307,47.96789447486312
9252,Others-CCCPS105a,2009,26.14747299,91.72804914,1222,truck,low,3,0,07-10-2016,15:04:00,07-10-2016 15:04:00,0.6082628173220508,48.50920856147338
9253,Others-CCCPS105a,2009,26.14747299,91.72804914,1184,bike,low,2,0,07-10-2016,15:30:00,07-10-2016 15:30:00,0.5893479342956695,48.95594823295173
9254,Others-CCCPS105a,2009,26.14747299,91.72804914,1106,car,low,3,0,07-10-2016,15:57:00,07-10-2016 15:57:00,0.5505226480836237,49.20856147336985
9255,Others-CCCPS105a,2009,26.14747299,91.72804914,1066,car,low,2,0,07-10-2016,16:30:00,07-10-2016 16:30:00,0.5306122448979592,49.361622697859644
9256,Others-CCCPS105a,2009,26.14747299,91.72804914,691,car,low,2,0,08-10-2016,07:57:00,08-10-2016 07:57:00,0.3439522150323544,48.581383773021415
9257,Others-CCCPS105a,2009,26.14747299,91.72804914,711,bike,low,2,0,08-10-2016,08:30:00,08-10-2016 08:30:00,0.35390741662518665,47.85092085614735
9258,Others-CCCPS105a,2009,26.14747299,91.72804914,757,car,low,3,0,08-10-2016,08:57:00,08-10-2016 08:57:00,0.37680438028870084,47.23494275759085
9259,Others-CCCPS105a,2009,26.14747299,91.72804914,822,car,low,3,0,08-10-2016,09:30:00,08-10-2016 09:30:00,0.4091587854654057,46.780736684917876
9260,Others-CCCPS105a,2009,26.14747299,91.72804914,891,cycle,average,4,0,08-10-2016,10:04:00,08-10-2016 10:04:00,0.4435042309606769,46.49825783972126
9261,Others-CCCPS105a,2009,26.14747299,91.72804914,930,car,average,5,0,08-10-2016,10:30:00,08-10-2016 10:30:00,0.46291687406669985,46.31284221005476
9262,Others-CCCPS105a,2009,26.14747299,91.72804914,955,car,average,5,0,08-10-2016,10:57:00,08-10-2016 10:57:00,0.4753608760577402,46.189646590343465
9263,Others-CCCPS105a,2009,26.14747299,91.72804914,987,car,high,8,0,08-10-2016,11:30:00,08-10-2016 11:30:00,0.4912891986062718,46.14609258337482
9264,Others-CCCPS105a,2009,26.14747299,91.72804914,1047,bike,high,9,0,08-10-2016,12:04:00,08-10-2016 12:04:00,0.5211548033847685,46.25186660029867
9265,Others-CCCPS105a,2009,26.14747299,91.72804914,1104,car,high,9,0,08-10-2016,12:30:00,08-10-2016 12:30:00,0.5495271279243404,46.499502239920375
9266,Others-CCCPS105a,2009,26.14747299,91.72804914,1201,bike,high,8,0,08-10-2016,13:04:00,08-10-2016 13:04:00,0.5978098556495769,46.98855151816826
9267,Others-CCCPS105a,2009,26.14747299,91.72804914,1257,car,high,8,0,08-10-2016,13:30:00,08-10-2016 13:30:00,0.6256844201095072,47.6169736187158
9268,Others-CCCPS105a,2009,26.14747299,91.72804914,1337,car,average,5,0,08-10-2016,14:03:00,08-10-2016 14:03:00,0.6655052264808362,48.44449975111998
9269,Others-CCCPS105a,2009,26.14747299,91.72804914,1388,car,average,5,0,08-10-2016,14:30:00,08-10-2016 14:30:00,0.6908909905425585,49.39895470383277
9270,Others-CCCPS105a,2009,26.14747299,91.72804914,1387,car,average,5,0,08-10-2016,14:57:00,08-10-2016 14:57:00,0.6903932304629169,50.0
9271,Others-CCCPS105a,2009,26.14747299,91.72804914,1421,bike,low,3,0,08-10-2016,15:30:00,08-10-2016 15:30:00,0.7073170731707317,50.0
9272,Others-CCCPS105a,2009,26.14747299,91.72804914,1393,bike,low,2,0,08-10-2016,16:04:00,08-10-2016 16:04:00,0.6933797909407665,50.0
9273,Others-CCCPS105a,2009,26.14747299,91.72804914,1337,car,low,3,0,08-10-2016,16:30:00,08-10-2016 16:30:00,0.6655052264808362,50.0
9274,Others-CCCPS105a,2009,26.14747299,91.72804914,639,car,low,3,1,09-10-2016,08:04:00,09-10-2016 08:04:00,0.31806869089099055,49.09034345445495
9275,Others-CCCPS105a,2009,26.14747299,91.72804914,641,car,low,2,1,09-10-2016,08:30:00,09-10-2016 08:30:00,0.31906421105027377,48.18566450970632
9276,Others-CCCPS105a,2009,26.14747299,91.72804914,654,car,low,4,1,09-10-2016,09:04:00,09-10-2016 09:04:00,0.3255350920856147,47.31333997013439
9277,Others-CCCPS105a,2009,26.14747299,91.72804914,673,cycle,average,5,1,09-10-2016,09:30:00,09-10-2016 09:30:00,0.3349925335988054,46.48830263812842
9278,Others-CCCPS105a,2009,26.14747299,91.72804914,669,bike,low,4,1,09-10-2016,09:57:00,09-10-2016 09:57:00,0.3330014932802389,45.65331010452961
9279,Others-CCCPS105a,2009,26.14747299,91.72804914,700,car,average,6,1,09-10-2016,10:30:00,09-10-2016 10:30:00,0.34843205574912894,44.89547038327525
9280,Others-CCCPS105a,2009,26.14747299,91.72804914,755,bike,average,8,1,09-10-2016,11:04:00,09-10-2016 11:04:00,0.3758088601294176,44.27451468392234
9281,Others-CCCPS105a,2009,26.14747299,91.72804914,812,car,average,8,1,09-10-2016,11:30:00,09-10-2016 11:30:00,0.40418118466898956,43.79542060726729
9282,Others-CCCPS105a,2009,26.14747299,91.72804914,847,car,average,8,1,09-10-2016,11:57:00,09-10-2016 11:57:00,0.42160278745644597,43.40343454454952
9283,Others-CCCPS105a,2009,26.14747299,91.72804914,903,car,high,13,1,09-10-2016,12:30:00,09-10-2016 12:30:00,0.44947735191637633,43.1508213041314
9284,Others-CCCPS105a,2009,26.14747299,91.72804914,946,car,high,12,1,09-10-2016,13:04:00,09-10-2016 13:04:00,0.47088103534096565,43.00522648083623
9285,Others-CCCPS105a,2009,26.14747299,91.72804914,978,car,high,11,1,09-10-2016,13:30:00,09-10-2016 13:30:00,0.48680935788949725,42.939273270283714
9286,Others-CCCPS105a,2009,26.14747299,91.72804914,1033,car,average,7,1,09-10-2016,14:03:00,09-10-2016 14:03:00,0.514186162269786,43.010204081632644
9287,Others-CCCPS105a,2009,26.14747299,91.72804914,1036,truck,average,7,1,09-10-2016,14:30:00,09-10-2016 14:30:00,0.5156794425087108,43.0886012941762
9288,Others-CCCPS105a,2009,26.14747299,91.72804914,1046,bike,low,4,1,09-10-2016,15:04:00,09-10-2016 15:04:00,0.520657043305127,43.191886510701835
9289,Others-CCCPS105a,2009,26.14747299,91.72804914,1017,car,average,5,1,09-10-2016,15:30:00,09-10-2016 15:30:00,0.5062220009955202,43.222996515679434
9290,Others-CCCPS105a,2009,26.14747299,91.72804914,968,bike,low,3,1,09-10-2016,16:03:00,09-10-2016 16:03:00,0.4818317570930811,43.13215530114484
9291,Others-CCCPS105a,2009,26.14747299,91.72804914,911,bike,low,3,1,09-10-2016,16:30:00,09-10-2016 16:30:00,0.45345943255350923,42.89945246391239
9292,Others-CCCPS105a,2009,26.14747299,91.72804914,550,car,low,2,0,10-10-2016,08:04:00,10-10-2016 08:04:00,0.273768043802887,41.76829268292683
9293,Others-CCCPS105a,2009,26.14747299,91.72804914,629,car,low,2,0,10-10-2016,08:30:00,10-10-2016 08:30:00,0.3130910900945744,40.8337481333997
9294,Others-CCCPS105a,2009,26.14747299,91.72804914,751,car,low,3,0,10-10-2016,09:04:00,10-10-2016 09:04:00,0.37381781981085116,40.20283723245396
9295,Others-CCCPS105a,2009,26.14747299,91.72804914,861,bike,low,2,0,10-10-2016,09:30:00,10-10-2016 09:30:00,0.42857142857142855,39.845694375311105
9296,Others-CCCPS105a,2009,26.14747299,91.72804914,983,cycle,low,3,0,10-10-2016,10:03:00,10-10-2016 10:03:00,0.48929815828770534,39.79218516674963
9297,Others-CCCPS105a,2009,26.14747299,91.72804914,1071,car,average,4,0,10-10-2016,10:30:00,10-10-2016 10:30:00,0.5331010452961672,39.95769039323047
9298,Others-CCCPS105a,2009,26.14747299,91.72804914,1112,cycle,average,5,0,10-10-2016,10:57:00,10-10-2016 10:57:00,0.5535092085614733,40.22523643603784
9299,Others-CCCPS105a,2009,26.14747299,91.72804914,1152,car,average,6,0,10-10-2016,11:30:00,10-10-2016 11:30:00,0.5734196117471378,40.59233449477353
9300,Others-CCCPS105a,2009,26.14747299,91.72804914,1178,car,average,6,0,10-10-2016,11:57:00,10-10-2016 11:57:00,0.5863613738178198,41.02414136386263
9301,Others-CCCPS105a,2009,26.14747299,91.72804914,1204,car,average,7,0,10-10-2016,12:30:00,10-10-2016 12:30:00,0.5993031358885017,41.52065704330514
9302,Others-CCCPS105a,2009,26.14747299,91.72804914,1238,car,high,9,0,10-10-2016,13:04:00,10-10-2016 13:04:00,0.6162269785963166,42.10179193628672
9303,Others-CCCPS105a,2009,26.14747299,91.72804914,1236,car,high,8,0,10-10-2016,13:30:00,10-10-2016 13:30:00,0.6152314584370333,42.67794922847189
9304,Others-CCCPS105a,2009,26.14747299,91.72804914,1214,bike,average,5,0,10-10-2016,14:03:00,10-10-2016 14:03:00,0.6042807366849179,43.199352911896476
9305,Others-CCCPS105a,2009,26.14747299,91.72804914,1189,truck,average,5,0,10-10-2016,14:30:00,10-10-2016 14:30:00,0.5918367346938775,43.658536585365866
9306,Others-CCCPS105a,2009,26.14747299,91.72804914,1154,bike,average,5,0,10-10-2016,14:57:00,10-10-2016 14:57:00,0.5744151319064211,44.03061224489797
9307,Others-CCCPS105a,2009,26.14747299,91.72804914,1090,bike,low,3,0,10-10-2016,15:30:00,10-10-2016 15:30:00,0.5425584868093579,44.24340467894476
9308,Others-CCCPS105a,2009,26.14747299,91.72804914,1047,car,low,3,0,10-10-2016,15:57:00,10-10-2016 15:57:00,0.5211548033847685,44.34917869586861
9309,Others-CCCPS105a,2009,26.14747299,91.72804914,974,car,low,3,0,10-10-2016,16:30:00,10-10-2016 16:30:00,0.4848183175709308,44.273270283723264
9310,Others-CCCPS105a,2009,26.14747299,91.72804914,756,car,low,3,0,11-10-2016,08:04:00,11-10-2016 08:04:00,0.37630662020905925,43.65480338476856
9311,Others-CCCPS105a,2009,26.14747299,91.72804914,817,car,average,2,0,11-10-2016,08:30:00,11-10-2016 08:30:00,0.4066699850671976,43.18815331010455
9312,Others-CCCPS105a,2009,26.14747299,91.72804914,896,bike,low,3,0,11-10-2016,08:57:00,11-10-2016 08:57:00,0.445993031358885,42.91811846689898
9313,Others-CCCPS105a,2009,26.14747299,91.72804914,1044,car,low,3,0,11-10-2016,09:30:00,11-10-2016 09:30:00,0.5196615231458437,43.0164260826282
9314,Others-CCCPS105a,2009,26.14747299,91.72804914,1179,car,low,3,0,11-10-2016,09:57:00,11-10-2016 09:57:00,0.5868591338974615,43.450721752115506
9315,Others-CCCPS105a,2009,26.14747299,91.72804914,1303,bike,average,4,0,11-10-2016,10:30:00,11-10-2016 10:30:00,0.6485813837730214,44.193628670980615
9316,Others-CCCPS105a,2009,26.14747299,91.72804914,1369,car,average,5,0,11-10-2016,10:57:00,11-10-2016 10:57:00,0.6814335490293678,45.10079641612745
9317,Others-CCCPS105a,2009,26.14747299,91.72804914,1408,bike,average,6,0,11-10-2016,11:30:00,11-10-2016 11:30:00,0.7008461921353908,46.10502737680441
9318,Others-CCCPS105a,2009,26.14747299,91.72804914,1453,car,high,9,0,11-10-2016,12:03:00,11-10-2016 12:03:00,0.7232453957192633,47.221254355400724
9319,Others-CCCPS105a,2009,26.14747299,91.72804914,1459,car,high,9,0,11-10-2016,12:30:00,11-10-2016 12:30:00,0.726231956197113,48.35241413638629
9320,Others-CCCPS105a,2009,26.14747299,91.72804914,1474,bike,high,9,0,11-10-2016,13:04:00,11-10-2016 13:04:00,0.7336983573917372,49.52090592334497
9321,Others-CCCPS105a,2009,26.14747299,91.72804914,1469,bike,high,9,0,11-10-2016,13:31:00,11-10-2016 13:31:00,0.7312095569935291,50.0
9322,Others-CCCPS105a,2009,26.14747299,91.72804914,1462,bike,average,5,0,11-10-2016,14:04:00,11-10-2016 14:04:00,0.7277252364360378,50.0
9323,Others-CCCPS105a,2009,26.14747299,91.72804914,1417,truck,average,4,0,11-10-2016,14:30:00,11-10-2016 14:30:00,0.7053260328521652,50.0
9324,Others-CCCPS105a,2009,26.14747299,91.72804914,1380,car,low,2,0,11-10-2016,15:03:00,11-10-2016 15:03:00,0.6869089099054256,50.0
9325,Others-CCCPS105a,2009,26.14747299,91.72804914,1296,car,low,3,0,11-10-2016,15:33:00,11-10-2016 15:33:00,0.6450970632155301,50.0
9326,Others-CCCPS105a,2009,26.14747299,91.72804914,1221,car,low,2,0,11-10-2016,16:01:00,11-10-2016 16:01:00,0.6077650572424091,50.0
9327,Others-CCCPS105a,2009,26.14747299,91.72804914,1136,car,average,3,0,11-10-2016,16:26:00,11-10-2016 16:26:00,0.565455450472872,50.0
9328,Others-CCCPS105a,2009,26.14747299,91.72804914,780,car,low,2,0,12-10-2016,08:04:00,12-10-2016 08:04:00,0.38825286212045795,49.44126431060229
9329,Others-CCCPS105a,2009,26.14747299,91.72804914,836,car,average,3,0,12-10-2016,08:31:00,12-10-2016 08:31:00,0.41612742658038826,49.021901443504234
9330,Others-CCCPS105a,2009,26.14747299,91.72804914,931,cycle,low,3,0,12-10-2016,09:03:00,12-10-2016 09:03:00,0.4634146341463415,48.838974614235944
9331,Others-CCCPS105a,2009,26.14747299,91.72804914,1024,car,low,3,0,12-10-2016,09:26:00,12-10-2016 09:26:00,0.5097063215530114,48.887506222001
9332,Others-CCCPS105a,2009,26.14747299,91.72804914,1151,car,low,4,0,12-10-2016,10:01:00,12-10-2016 10:01:00,0.5729218516674963,49.25211548033848
9333,Others-CCCPS105a,2009,26.14747299,91.72804914,1250,car,average,5,0,12-10-2016,10:31:00,12-10-2016 10:31:00,0.6222000995520159,49.86311597809856
9334,Others-CCCPS105a,2009,26.14747299,91.72804914,1293,car,average,6,0,12-10-2016,11:04:00,12-10-2016 11:04:00,0.6436037829766053,50.0
9335,Others-CCCPS105a,2009,26.14747299,91.72804914,1338,bike,high,9,0,12-10-2016,11:31:00,12-10-2016 11:31:00,0.6660029865604778,50.0
9336,Others-CCCPS105a,2009,26.14747299,91.72804914,1376,car,high,10,0,12-10-2016,12:04:00,12-10-2016 12:04:00,0.6849178695868592,50.0
9337,Others-CCCPS105a,2009,26.14747299,91.72804914,1404,car,high,10,0,12-10-2016,12:31:00,12-10-2016 12:31:00,0.6988551518168243,50.0
9338,Others-CCCPS105a,2009,26.14747299,91.72804914,1431,car,high,9,0,12-10-2016,13:04:00,12-10-2016 13:04:00,0.7122946739671479,50.0
9339,Others-CCCPS105a,2009,26.14747299,91.72804914,1403,car,high,9,0,12-10-2016,13:34:00,12-10-2016 13:34:00,0.6983573917371827,50.0
9340,Others-CCCPS105a,2009,26.14747299,91.72804914,1369,truck,average,5,0,12-10-2016,14:03:00,12-10-2016 14:03:00,0.6814335490293678,50.0
9341,Others-CCCPS105a,2009,26.14747299,91.72804914,1335,car,average,5,0,12-10-2016,14:34:00,12-10-2016 14:34:00,0.664509706321553,50.0
9342,Others-CCCPS105a,2009,26.14747299,91.72804914,1294,truck,average,4,0,12-10-2016,15:01:00,12-10-2016 15:01:00,0.6441015430562469,50.0
9343,Others-CCCPS105a,2009,26.14747299,91.72804914,1231,car,low,3,0,12-10-2016,15:30:00,12-10-2016 15:30:00,0.6127426580388253,50.0
9344,Others-CCCPS105a,2009,26.14747299,91.72804914,1184,car,low,3,0,12-10-2016,15:57:00,12-10-2016 15:57:00,0.5893479342956695,50.0
9345,Others-CCCPS105a,2009,26.14747299,91.72804914,1075,car,low,2,0,12-10-2016,16:31:00,12-10-2016 16:31:00,0.5350920856147336,50.0
9346,Others-CCCPS105a,2009,26.14747299,91.72804914,717,car,average,3,0,13-10-2016,07:57:00,13-10-2016 07:57:00,0.35689397710303633,49.28446988551518
9347,Others-CCCPS105a,2009,26.14747299,91.72804914,782,bike,low,2,0,13-10-2016,08:31:00,13-10-2016 08:31:00,0.3892483822797412,48.73071179691389
9348,Others-CCCPS105a,2009,26.14747299,91.72804914,871,car,low,3,0,13-10-2016,09:04:00,13-10-2016 09:04:00,0.4335490293678447,48.39845694375311
9349,Others-CCCPS105a,2009,26.14747299,91.72804914,932,truck,low,3,0,13-10-2016,09:31:00,13-10-2016 09:31:00,0.46391239422598307,48.218018914883025
